brand,price,car_seller,year,miles,engine_vol,transmission,fuel_type,residuals
Ford,13798.0,Cargiant,2018.0,28236.0,1.5,manual,diesel,-282.71852640413636
Ford,13849.0,Cazoo,2020.0,39362.0,1.5,manual,diesel,-3165.6052457682017
Ford,14498.0,Cargiant,2019.0,44613.0,1.5,automatic,diesel,-2246.941758198147
Ford,14799.0,Castle_Donington,2019.0,73022.0,1.5,manual,diesel,1998.1465806267734
Ford,15150.0,BMWorld,2018.0,38563.0,1.5,manual,diesel,2105.6294264832795
Ford,15200.0,BMWorld,2019.0,29366.0,1.5,manual,diesel,-751.3632384300654
Ford,15799.0,Fords_of_Winsford,2018.0,36520.0,2.0,automatic,diesel,-4523.703564845742
Ford,16199.0,Cazoo,2020.0,30812.0,1.5,manual,diesel,-1546.1783416197795
Ford,16199.0,Cazoo,2021.0,39368.0,1.5,manual,diesel,-2936.2278286794135
Ford,16200.0,BMWorld,2019.0,45446.0,1.5,manual,diesel,
Ford,16498.0,C&C,2019.0,60202.0,1.5,manual,diesel,2918.7696268004875
Ford,16699.0,Castle_Donington,2019.0,47663.0,1.5,manual,diesel,1731.292412475268
Ford,16799.0,Cannock,2019.0,21233.0,1.5,automatic,diesel,-2589.26929701068
Ford,16999.0,Cazoo,2021.0,34617.0,1.5,manual,diesel,-2542.187217964598
Ford,17299.0,Fords_of_Winsford,2019.0,35520.0,1.5,automatic,diesel,-416.1559039302592
Ford,17300.0,BMWorld,2018.0,29512.0,1.5,automatic,diesel,1539.7914392689527
Ford,17699.0,Cazoo,2021.0,21648.0,1.5,manual,diesel,-2950.351250723743
Ford,17900.0,Marshall,2020.0,20672.0,1.5,automatic,diesel,-3300.989015814026
Ford,17999.0,Fords_of_Winsford,2020.0,4640.0,1.5,automatic,diesel,
Ford,18199.0,Cazoo,2021.0,24512.0,1.5,manual,diesel,-2205.6306254004994
Ford,18499.0,Fords_of_Winsford,2019.0,24270.0,1.5,manual,diesel,1765.0195781519215
Ford,18699.0,Cazoo,2020.0,4166.0,1.5,manual,diesel,-1323.002986304571
Ford,18799.0,Cazoo,2020.0,14009.0,1.5,manual,diesel,-381.94673104502
Ford,18799.0,Cazoo,2021.0,15857.0,1.5,manual,diesel,-2345.1756715511838
Ford,18799.0,Cannock,2018.0,15338.0,1.5,manual,diesel,2970.610916152811
Ford,18998.0,C&C,2019.0,30757.0,1.5,manual,diesel,2902.778421263727
Ford,19249.0,Cazoo,2019.0,15500.0,1.5,automatic,diesel,374.13435763824236
Ford,19299.0,Castle_Donington,2020.0,20203.0,1.5,manual,diesel,-136.22147460479027
Ford,19449.0,Castle_Donington,2020.0,10703.0,1.5,manual,diesel,-797.9693588848386
Ford,19549.0,Cazoo,2021.0,14419.0,1.5,manual,diesel,-1718.0486670879582
Ford,19699.0,Fords_of_Winsford,2019.0,33070.0,2.0,automatic,diesel,-3039.631483341982
Ford,19699.0,Fords_of_Winsford,2019.0,20450.0,1.5,manual,diesel,
Ford,19949.0,Cazoo,2021.0,11830.0,1.5,manual,diesel,-1539.2713273407826
Ford,20149.0,Cazoo,2019.0,17672.0,2.0,automatic,diesel,
Ford,20249.0,Cannock,2019.0,19693.0,2.0,automatic,diesel,-4084.987973823627
Ford,21299.0,Cannock,2021.0,9292.0,1.5,manual,diesel,
Ford,21499.0,Castle_Donington,2019.0,10137.0,2.0,automatic,diesel,-3431.783121347842
Ford,21599.0,Cannock,2020.0,11543.0,1.5,automatic,diesel,-738.3874047613863
Ford,21749.0,Cazoo,2020.0,10192.0,1.5,manual,diesel,2241.901513765457
Ford,22099.0,Cazoo,2020.0,17604.0,1.5,automatic,diesel,
Ford,22799.0,Cazoo,2020.0,8517.0,2.0,automatic,diesel,-3607.8083990785453
Ford,23099.0,Cazoo,2021.0,4757.0,1.5,automatic,diesel,-936.0948603328252
Ford,23149.0,Castle_Donington,2020.0,35139.0,2.0,manual,diesel,175.8870213589471
Ford,7900.0,BMWorld,2016.0,60200.0,1.0,manual,petrol,3816.757279579135
Ford,8500.0,Hilton,2015.0,36000.0,1.0,manual,petrol,3817.143795699116
Ford,8600.0,Hilton,2014.0,56000.0,1.0,manual,petrol,7747.221975756741
Ford,8600.0,Hilton,2017.0,68600.0,1.0,manual,petrol,2460.450214393348
Ford,9000.0,Cargiant,2016.0,38667.0,1.0,manual,petrol,2922.88861182479
Ford,9100.0,BMWorld,2016.0,37792.0,1.0,manual,petrol,3102.0576384287124
Ford,9349.0,Cazoo,2016.0,55799.0,1.0,manual,petrol,
Ford,9349.0,Cazoo,2015.0,42143.0,1.0,manual,petrol,6047.737025107492
Ford,9449.0,Cazoo,2016.0,42067.0,1.0,manual,petrol,4020.1077762475034
Ford,9849.0,Cazoo,2016.0,41776.0,1.0,manual,petrol,4395.2426568452065
Ford,9898.0,C&C,2014.0,28166.0,1.0,manual,petrol,7057.0986253655765
Ford,16799.0,Cazoo,2021.0,20110.0,1.0,manual,petrol,-1111.7315311103994
Ford,17299.0,Cazoo,2021.0,12872.0,1.0,manual,petrol,-1230.1979717852482
Ford,17949.0,Cazoo,2021.0,24575.0,1.0,manual,petrol,419.789974500618
Ford,17998.0,C&C,2021.0,6743.0,1.0,manual,petrol,-1521.3824377514356
Ford,18099.0,Cazoo,2021.0,14441.0,1.0,manual,petrol,-296.13140016123
Ford,18349.0,Cazoo,2021.0,11843.0,1.0,manual,petrol,-268.12308472468794
Ford,18449.0,Cazoo,2021.0,9331.0,1.0,manual,petrol,-382.76631475779504
Ford,18499.0,Cazoo,2021.0,7816.0,1.0,manual,petrol,
Ford,18899.0,Cazoo,2021.0,9657.0,1.0,manual,petrol,95.0894547451353
Ford,18949.0,Cazoo,2020.0,26742.0,1.0,manual,petrol,3726.0892050470047
Ford,19249.0,Cazoo,2021.0,10155.0,1.0,manual,petrol,
Ford,19599.0,Cannock,2020.0,23821.0,1.0,manual,petrol,3123.2259513920944
Ford,19999.0,Cazoo,2020.0,19432.0,1.0,manual,petrol,
Ford,20349.0,Cazoo,2021.0,6481.0,1.0,manual,petrol,1273.7093199586561
Ford,20349.0,Cazoo,2021.0,6885.0,1.0,manual,petrol,1308.2299668269297
Ford,20499.0,Cazoo,2021.0,7005.0,1.0,manual,petrol,1468.4836243122882
Ford,20999.0,Cazoo,2021.0,19906.0,1.0,manual,petrol,3070.837251164212
Ford,21199.0,Castle_Donington,2021.0,18571.0,1.0,manual,petrol,
Ford,21300.0,Hilton,2021.0,7500.0,1.0,manual,petrol,1455.088548151969
Ford,21599.0,Cazoo,2020.0,14918.0,1.0,manual,petrol,5365.762154129223
Ford,21999.0,Castle_Donington,2021.0,19663.0,1.0,manual,petrol,3266.539230645827
Ford,26999.0,Fords_of_Winsford,2021.0,3040.0,1.0,manual,petrol,
Ford,23700.0,Hilton,2016.0,51000.0,2.3,manual,petrol,5660.9775273414125
Ford,24899.0,Cazoo,2016.0,33752.0,2.3,manual,petrol,6242.876571362445
Ford,25590.0,Hilton,2016.0,40000.0,2.3,manual,petrol,6611.058924492056
Ford,26399.0,Cazoo,2016.0,27524.0,2.3,manual,petrol,7210.71174785828
Ford,26399.0,Fords_of_Winsford,2016.0,33060.0,2.3,manual,petrol,7132.805027774142
Ford,26499.0,Cazoo,2016.0,18651.0,2.3,manual,petrol,6552.53922394065
Ford,26990.0,Hilton,2016.0,24128.0,2.3,manual,petrol,6654.841827725599
Ford,24349.0,Cazoo,2019.0,15654.0,2.3,manual,petrol,-2216.9516691178505
Ford,24599.0,Cazoo,2019.0,26050.0,2.3,manual,petrol,
Ford,25949.0,Cazoo,2020.0,8596.0,2.3,manual,petrol,-3341.17288934916
Ford,25949.0,Cazoo,2020.0,10754.0,2.3,manual,petrol,-3156.7779488993037
Ford,27500.0,Hilton,2020.0,18000.0,2.3,manual,petrol,-1843.319344347452
Ford,12998.0,C&C,2016.0,58289.0,2.0,manual,diesel,804.5849619913643
Ford,13700.0,Hilton,2015.0,28000.0,2.0,manual,petrol,-1294.69351483858
Ford,13800.0,Hilton,2015.0,28000.0,2.0,manual,petrol,-1194.69351483858
Ford,11890.0,Hilton,2015.0,66000.0,2.0,manual,petrol,142.2980222788192
Ford,14998.0,C&C,2016.0,33280.0,2.0,manual,petrol,-1276.4553478541056
Ford,15150.0,Marshall,2016.0,39644.0,2.0,manual,diesel,1182.9810947501828
Ford,15400.0,Hilton,2017.0,44000.0,2.0,manual,petrol,-2469.809714990759
Ford,16199.0,Fords_of_Winsford,2017.0,19320.0,2.0,manual,diesel,
Ford,17000.0,Marshall,2018.0,30224.0,2.0,manual,petrol,-3958.2941921351194
Ford,17298.0,C&C,2018.0,29818.0,2.0,manual,diesel,
Ford,17699.0,Fords_of_Winsford,2017.0,19830.0,2.0,automatic,diesel,-1928.6811610209734
Ford,12449.0,Cazoo,2014.0,47947.0,2.0,manual,petrol,2136.547379785148
Ford,12998.0,C&C,2015.0,65418.0,2.0,manual,petrol,1590.7802868748568
Ford,15499.0,Cazoo,2017.0,51317.0,2.0,manual,diesel,1055.1911061787087
Ford,15599.0,Fords_of_Winsford,2017.0,45500.0,2.0,manual,diesel,107.20294080852
Ford,15999.0,Cazoo,2017.0,39672.0,2.0,manual,petrol,-1383.933548349978
Ford,16199.0,Cazoo,2017.0,44392.0,2.0,manual,diesel,1163.4696221117902
Ford,16200.0,Marshall,2017.0,53337.0,2.0,manual,petrol,-662.2190474719719
Ford,16400.0,BMWorld,2016.0,42514.0,2.0,manual,diesel,3121.3715583538433
Ford,16499.0,Cazoo,2017.0,35751.0,2.0,manual,petrol,-1218.9718066929818
Ford,16549.0,Cazoo,2017.0,32146.0,2.0,manual,petrol,-1477.008766990246
Ford,16999.0,Cazoo,2017.0,37618.0,2.0,automatic,diesel,-557.8052143120185
Ford,17000.0,Hilton,2017.0,33781.0,2.0,manual,petrol,-1742.9940970373318
Ford,17090.0,Hilton,2017.0,33000.0,2.0,manual,petrol,
Ford,17150.0,Marshall,2017.0,40617.0,2.0,manual,petrol,-799.1067409488351
Ford,17349.0,Cazoo,2017.0,31831.0,2.0,manual,petrol,-703.9246178903595
Ford,17499.0,Fords_of_Winsford,2017.0,27580.0,2.0,automatic,diesel,-1466.4657817400039
Ford,18498.0,C&C,2017.0,26576.0,2.0,manual,petrol,-470.42827850309914
Ford,18499.0,Cazoo,2018.0,29573.0,2.0,manual,petrol,-1867.9995386970877
Ford,18900.0,Marshall,2017.0,24779.0,2.0,manual,diesel,1541.6740079325646
Ford,18949.0,Cazoo,2017.0,17719.0,2.0,manual,diesel,
Ford,9198.0,Cargiant,2017.0,80436.0,1.5,manual,diesel,1698.75774563095
Ford,9999.0,Cazoo,2018.0,77199.0,1.5,manual,diesel,459.72893816719807
Ford,10000.0,Cargiant,2017.0,66555.0,1.0,manual,petrol,
Ford,10400.0,Marshall,2017.0,62285.0,1.5,manual,petrol,-883.5079152128619
Ford,10450.0,Marshall,2017.0,64154.0,1.5,manual,diesel,1270.2854428197297
Ford,10499.0,Cazoo,2017.0,53590.0,1.5,manual,diesel,1063.5425407997373
Ford,10799.0,Cannock,2016.0,58731.0,1.0,manual,petrol,5790.726871394159
Ford,11000.0,Hilton,2017.0,46360.0,1.5,manual,diesel,90.0682640018913
Ford,11300.0,Marshall,2018.0,56478.0,1.0,manual,petrol,2213.29531625866
Ford,11499.0,Cazoo,2017.0,52090.0,1.0,manual,petrol,4805.409251950592
Ford,11549.0,Cazoo,2016.0,44779.0,1.5,manual,diesel,3481.8030057024007
Ford,11698.0,Cargiant,2019.0,71025.0,1.0,manual,petrol,2022.3815554711546
Ford,11699.0,Cazoo,2018.0,34534.0,1.0,manual,petrol,1384.1638960169912
Ford,11799.0,Cazoo,2017.0,43704.0,1.0,manual,petrol,
Ford,11799.0,Fords_of_Winsford,2017.0,46880.0,1.5,manual,diesel,1239.2500743064138
Ford,11800.0,Hilton,2017.0,35000.0,1.5,manual,diesel,
Ford,11850.0,Marshall,2018.0,45782.0,1.0,manual,petrol,1849.3526457056687
Ford,11899.0,Cazoo,2017.0,48471.0,1.5,manual,petrol,82.04595919782696
Ford,11900.0,Marshall,2017.0,40680.0,1.5,manual,diesel,714.4991443389135
Ford,11950.0,Marshall,2017.0,38115.0,1.5,manual,diesel,545.3272155829745
Ford,12099.0,Cazoo,2017.0,35726.0,1.0,manual,petrol,4007.1521594933274
Ford,12199.0,Fords_of_Winsford,2017.0,46360.0,1.5,manual,petrol,-349.27508415756347
Ford,12249.0,Cazoo,2018.0,35803.0,1.0,manual,petrol,2042.596323928079
Ford,12299.0,Cazoo,2017.0,38293.0,1.5,manual,diesel,1556.4575528184923
Ford,12299.0,Cannock,2017.0,45827.0,1.5,manual,diesel,1196.9442075992974
Ford,12499.0,Fords_of_Winsford,2017.0,36690.0,1.5,manual,diesel,1068.543659484856
Ford,12550.0,Marshall,2017.0,36624.0,1.5,manual,diesel,1017.9255213242996
Ford,12600.0,BMWorld,2019.0,64197.0,1.0,manual,petrol,
Ford,12698.0,C&C,2018.0,45166.0,1.0,automatic,petrol,
Ford,12949.0,Cazoo,2018.0,21186.0,1.0,manual,petrol,1493.615395032084
Ford,12999.0,Cannock,2016.0,15997.0,1.0,manual,petrol,4339.228546469079
Ford,13499.0,Fords_of_Winsford,2018.0,22420.0,1.0,manual,petrol,1598.115054087928
Ford,13499.0,Castle_Donington,2017.0,23155.0,1.0,manual,petrol,
Ford,13699.0,Cazoo,2017.0,21382.0,1.5,manual,petrol,-432.6317710374442
Ford,13699.0,Fords_of_Winsford,2017.0,22950.0,1.5,manual,petrol,-849.5927653136623
Ford,14198.0,Cargiant,2018.0,40014.0,1.0,manual,petrol,3993.71538553129
Ford,14449.0,Cazoo,2019.0,27347.0,1.0,manual,petrol,1398.9199939887549
Ford,14499.0,Cannock,2018.0,16901.0,1.0,manual,petrol,1674.2022346241683
Ford,14499.0,Cannock,2018.0,14787.0,1.0,manual,petrol,1493.5669685855792
Ford,14699.0,Cazoo,2017.0,12008.0,1.0,automatic,petrol,2638.0608860970515
Ford,14949.0,Cazoo,2019.0,22053.0,1.0,manual,petrol,1446.5628045811827
Ford,15299.0,Fords_of_Winsford,2018.0,4730.0,1.0,automatic,petrol,-55.90082494613671
Ford,15550.0,Marshall,2019.0,27612.0,1.0,manual,petrol,1875.642742304648
Ford,15600.0,Marshall,2019.0,32593.0,1.0,manual,petrol,2351.2549751042898
Ford,15700.0,BMWorld,2019.0,14419.0,1.0,manual,petrol,1341.4957043096001
Ford,15750.0,Marshall,2019.0,31024.0,1.0,manual,petrol,
Ford,15849.0,Cazoo,2019.0,33989.0,1.5,manual,petrol,-1447.670136596491
Ford,15949.0,Cazoo,2019.0,28751.0,1.0,manual,petrol,3018.8877865705217
Ford,15949.0,Cazoo,2019.0,20166.0,1.5,manual,petrol,-2528.8060317956333
Ford,16000.0,Cargiant,2019.0,11201.0,1.0,manual,petrol,1212.5915103001098
Ford,16149.0,Cazoo,2019.0,21597.0,1.5,manual,petrol,-2206.531166279172
Ford,16250.0,Marshall,2019.0,25747.0,1.0,manual,petrol,2416.2838155483405
Ford,16399.0,Cazoo,2019.0,19328.0,1.0,manual,petrol,2663.719332511122
Ford,16399.0,Cazoo,2020.0,11662.0,1.0,manual,petrol,-112.45375231384969
Ford,16499.0,Cannock,2019.0,23547.0,1.0,manual,petrol,2120.948699251334
Ford,16600.0,Marshall,2019.0,21218.0,1.0,manual,petrol,
Ford,16649.0,Cazoo,2020.0,25063.0,1.0,manual,petrol,1282.6234473938875
Ford,16700.0,Marshall,2019.0,18271.0,1.0,manual,petrol,2227.4809541940267
Ford,16799.0,Castle_Donington,2019.0,7418.0,1.0,manual,petrol,1262.509462952199
Ford,16899.0,Cazoo,2019.0,13207.0,1.0,manual,petrol,2640.697353598247
Ford,17049.0,Cazoo,2020.0,10897.0,1.0,manual,petrol,472.17918121524417
Ford,17250.0,Marshall,2019.0,13343.0,1.0,manual,petrol,2356.397420117217
Ford,17300.0,BMWorld,2019.0,23332.0,1.0,manual,petrol,3703.0861140550624
Ford,17500.0,BMWorld,2020.0,19659.0,1.0,automatic,petrol,-474.3523892966259
Ford,17550.0,Marshall,2019.0,18393.0,1.5,manual,petrol,-1726.224566444238
Ford,17599.0,Castle_Donington,2020.0,14808.0,1.0,manual,petrol,572.8286039911982
Ford,17750.0,Marshall,2020.0,10951.0,1.0,manual,petrol,530.8725817854356
Ford,18399.0,Cannock,2019.0,11190.0,1.0,automatic,petrol,1022.6224483079786
Ford,17749.0,Cazoo,2021.0,12872.0,1.0,manual,petrol,-780.1979717852482
Ford,12550.0,Marshall,2018.0,49304.0,1.5,manual,diesel,-19.739936811634834
Ford,13999.0,Fords_of_Winsford,2018.0,23060.0,1.0,manual,petrol,2152.8012273444147
Ford,14000.0,Marshall,2018.0,26164.0,1.0,manual,petrol,2323.0505410965816
Ford,14299.0,Castle_Donington,2018.0,19284.0,1.0,manual,petrol,1897.5605597749636
Ford,14699.0,Castle_Donington,2017.0,13065.0,1.0,manual,petrol,3887.3000263673293
Ford,15000.0,BMWorld,2019.0,53746.0,1.0,manual,petrol,
Ford,15899.0,Fords_of_Winsford,2019.0,39530.0,1.0,manual,petrol,3338.980451463307
Ford,16049.0,Cazoo,2019.0,40454.0,1.0,manual,petrol,
Ford,16199.0,Cannock,2019.0,40429.0,1.0,manual,petrol,3263.467413188475
Ford,16299.0,Castle_Donington,2019.0,37214.0,1.0,manual,petrol,3308.4926166353325
Ford,16349.0,Cazoo,2019.0,19837.0,1.0,manual,petrol,2657.2119296794335
Ford,16449.0,Cazoo,2019.0,26898.0,1.0,manual,petrol,3360.5542255635883
Ford,16499.0,Cazoo,2018.0,36445.0,1.0,manual,petrol,6347.453391475818
Ford,16499.0,Cazoo,2019.0,49119.0,1.5,manual,petrol,495.1451780503194
Ford,16499.0,Fords_of_Winsford,2019.0,36170.0,1.0,manual,petrol,3651.8780418648894
Ford,16699.0,Cazoo,2019.0,37827.0,1.0,manual,petrol,4544.4060810669835
Ford,16700.0,BMWorld,2019.0,24649.0,1.0,manual,petrol,3215.620004959921
Ford,16849.0,Cazoo,2019.0,19276.0,1.0,manual,petrol,3109.276080933916
Ford,16950.0,Marshall,2019.0,20594.0,1.0,manual,petrol,2675.9746736861343
Ford,16998.0,C&C,2019.0,27061.0,1.0,manual,petrol,3457.0032004272143
Ford,17199.0,Cazoo,2019.0,10987.0,1.0,manual,petrol,
Ford,17249.0,Cazoo,2019.0,13895.0,1.0,manual,petrol,3049.484989849436
Ford,17449.0,Cazoo,2020.0,18258.0,1.0,manual,petrol,1501.1556208123275
Ford,17499.0,Castle_Donington,2019.0,27399.0,1.0,manual,petrol,3669.828881456102
Ford,17549.0,Cazoo,2019.0,26324.0,1.5,manual,petrol,-402.62250849087286
Ford,17799.0,Cannock,2018.0,16640.0,1.5,automatic,petrol,-1804.685414182739
Ford,17849.0,Cazoo,2019.0,26239.0,1.5,manual,petrol,
Ford,17999.0,Fords_of_Winsford,2019.0,20810.0,1.0,manual,petrol,3839.409883704553
Ford,18000.0,Hilton,2019.0,29244.0,1.5,manual,petrol,-558.8082562959244
Ford,18249.0,Cazoo,2019.0,19122.0,1.5,manual,petrol,-318.0128519203936
Ford,18299.0,Fords_of_Winsford,2019.0,10680.0,1.0,manual,petrol,3273.830297625209
Ford,18399.0,Castle_Donington,2019.0,30771.0,1.5,manual,petrol,
Ford,18399.0,Cannock,2019.0,18743.0,1.0,manual,petrol,3610.4606112433175
Ford,18499.0,Castle_Donington,2019.0,11651.0,1.0,manual,petrol,
Ford,18549.0,Castle_Donington,2019.0,16444.0,1.0,manual,petrol,3783.755400163638
Ford,18749.0,Cazoo,2020.0,18035.0,1.0,manual,petrol,2782.1009073191144
Ford,18799.0,Cannock,2020.0,25003.0,1.0,manual,petrol,2424.224477625341
Ford,18999.0,Cannock,2020.0,20942.0,1.0,manual,petrol,2277.223618882599
Ford,18999.0,Castle_Donington,2020.0,20763.0,1.0,manual,petrol,2481.6663567152646
Ford,18999.0,Castle_Donington,2019.0,6882.0,1.0,manual,petrol,3416.7097928501244
Ford,19099.0,Cazoo,2020.0,24873.0,1.5,manual,petrol,-1097.7415827066798
Ford,19299.0,Cazoo,2020.0,19779.0,1.5,manual,petrol,-1333.009342971367
Ford,19299.0,Cannock,2019.0,21169.0,1.5,manual,petrol,-96.3746856706639
Ford,19299.0,Castle_Donington,2019.0,13537.0,1.0,automatic,petrol,2342.904676213446
Ford,19499.0,Fords_of_Winsford,2019.0,35780.0,1.5,automatic,petrol,-138.0322887380098
Ford,19499.0,Cannock,2018.0,21269.0,1.5,automatic,petrol,290.84942332583523
Ford,19599.0,Fords_of_Winsford,2019.0,14330.0,1.5,manual,petrol,71.58230706542236
Ford,19699.0,Cazoo,2019.0,11611.0,1.5,manual,petrol,
Ford,19999.0,Cannock,2019.0,17993.0,1.0,automatic,petrol,3203.919380598287
Ford,20199.0,Castle_Donington,2019.0,10431.0,1.0,automatic,petrol,2977.5058416273023
Ford,20799.0,Castle_Donington,2019.0,14433.0,1.0,automatic,petrol,3919.465318772527
Ford,20899.0,Cazoo,2020.0,14210.0,1.5,manual,petrol,
Ford,20899.0,Cazoo,2021.0,7869.0,1.0,manual,petrol,1942.3099582094765
Ford,7798.0,Cargiant,2016.0,63559.0,1.5,manual,diesel,977.8015332069044
Ford,11449.0,Cazoo,2015.0,13978.0,1.5,manual,diesel,
Ford,7198.0,Cargiant,2015.0,77542.0,1.5,manual,diesel,3693.7442375051346
Ford,7620.0,BMWorld,2015.0,64427.0,1.6,automatic,petrol,-1700.3343279620149
Ford,8199.0,Castle_Donington,2015.0,72303.0,2.0,manual,diesel,-992.8789264156931
Ford,9198.0,Cargiant,2017.0,77487.0,1.5,manual,diesel,1446.774112921119
Ford,9400.0,BMWorld,2017.0,64742.0,1.5,manual,diesel,713.6855199047404
Ford,9949.0,Cazoo,2017.0,43267.0,1.0,manual,petrol,2501.509085318916
Ford,9999.0,Cazoo,2016.0,57227.0,1.0,manual,petrol,5865.486505265886
Ford,10049.0,Cazoo,2016.0,34085.0,1.0,manual,petrol,3938.068659161756
Ford,10300.0,Marshall,2016.0,39254.0,1.0,manual,petrol,3983.8242100575735
Ford,10350.0,Marshall,2017.0,54606.0,1.5,manual,diesel,354.4360955468419
Ford,10499.0,Castle_Donington,2015.0,34938.0,1.5,manual,diesel,2928.5185464092083
Ford,10500.0,Marshall,2018.0,66280.0,1.5,manual,diesel,
Ford,10599.0,Cazoo,2018.0,34595.0,1.0,manual,petrol,289.376171905762
Ford,10600.0,Marshall,2017.0,42069.0,1.0,manual,petrol,2403.2226594564545
Ford,10649.0,Cazoo,2017.0,50618.0,1.0,manual,petrol,
Ford,10750.0,Marshall,2017.0,45491.0,1.0,manual,petrol,
Ford,10799.0,Castle_Donington,2017.0,45637.0,1.0,manual,petrol,2770.484456550241
Ford,10799.0,Cannock,2016.0,40137.0,1.0,manual,petrol,4201.922643995451
Ford,10899.0,Castle_Donington,2015.0,29268.0,1.0,manual,petrol,5714.070659934778
Ford,10900.0,BMWorld,2015.0,23281.0,1.6,automatic,petrol,-1936.1425854943209
Ford,10949.0,Cazoo,2016.0,31318.0,1.0,manual,petrol,4601.636406972611
Ford,10950.0,Marshall,2017.0,44006.0,1.5,manual,diesel,48.696350982323565
Ford,11199.0,Cazoo,2016.0,14881.0,1.0,manual,petrol,3447.1416728781332
Ford,11250.0,Marshall,2016.0,28219.0,1.5,manual,diesel,1120.8775273864885
Ford,11349.0,Cazoo,2018.0,21991.0,1.0,manual,petrol,-37.59965266824656
Ford,11498.0,C&C,2016.0,49985.0,1.5,manual,diesel,3409.1619364000653
Ford,11799.0,Fords_of_Winsford,2016.0,8160.0,1.0,manual,petrol,2921.909287781993
Ford,11799.0,Cazoo,2017.0,29299.0,1.5,manual,diesel,287.945924270809
Ford,11849.0,Cazoo,2015.0,7460.0,1.0,manual,petrol,5584.173670321938
Ford,11949.0,Cazoo,2018.0,21105.0,1.0,manual,petrol,486.6941762289316
Ford,18799.0,Cazoo,2021.0,7696.0,1.0,manual,petrol,-172.47239799964518
Ford,9399.0,Fords_of_Winsford,2013.0,23880.0,1.6,manual,diesel,4395.680771551655
Ford,9399.0,Castle_Donington,2014.0,46245.0,1.6,manual,diesel,3952.9786742962215
Ford,10649.0,Cazoo,2017.0,46102.0,1.0,manual,petrol,3443.751743417144
Ford,10799.0,Fords_of_Winsford,2016.0,45320.0,1.5,manual,diesel,2227.087792778926
Ford,11550.0,Marshall,2017.0,46706.0,1.5,manual,diesel,879.4036444089415
Ford,12049.0,Cazoo,2018.0,36976.0,1.0,manual,petrol,1942.8258258497626
Ford,12449.0,Cannock,2017.0,56881.0,1.5,manual,diesel,2291.4769563180434
Ford,12500.0,Hilton,2016.0,36000.0,1.5,manual,diesel,2825.9711001930555
Ford,12750.0,Hilton,2015.0,25000.0,2.0,automatic,diesel,
Ford,12799.0,Cazoo,2016.0,38860.0,2.0,automatic,diesel,-2530.5445935506577
Ford,12899.0,Fords_of_Winsford,2017.0,30650.0,1.5,manual,petrol,-991.6497433186469
Ford,12998.0,C&C,2017.0,32694.0,2.0,manual,diesel,-3503.5699983333216
Ford,13099.0,Cazoo,2017.0,31387.0,1.5,automatic,petrol,-2120.1889495338273
Ford,13199.0,Fords_of_Winsford,2017.0,52300.0,1.5,automatic,petrol,-784.1749099791941
Ford,13299.0,Cazoo,2016.0,29345.0,1.5,manual,petrol,1968.9191160645132
Ford,14299.0,Cazoo,2017.0,27112.0,1.0,automatic,petrol,3528.6545749557245
Ford,14949.0,Cazoo,2017.0,16661.0,1.0,automatic,petrol,3285.646455102511
Ford,15249.0,Cazoo,2017.0,5812.0,1.0,automatic,petrol,
Ford,15699.0,Cannock,2017.0,20461.0,1.5,automatic,petrol,-1457.0566046257482
Ford,15699.0,Cannock,2018.0,21830.0,1.0,manual,petrol,3295.371215846604
Ford,15799.0,Fords_of_Winsford,2019.0,38540.0,1.5,manual,petrol,-1659.7422952088018
Ford,16298.0,C&C,2019.0,16798.0,1.5,manual,petrol,-2934.070928446432
Ford,17100.0,Marshall,2019.0,8420.0,1.0,manual,petrol,1785.741121769468
Ford,18199.0,Castle_Donington,2018.0,12256.0,1.0,manual,petrol,5197.0380197001905
Ford,18699.0,Castle_Donington,2018.0,7613.0,1.5,manual,petrol,486.1768497370467
Ford,18649.0,Cazoo,2021.0,11843.0,1.0,manual,petrol,31.876915275312058
Ford,18749.0,Cazoo,2021.0,14441.0,1.0,manual,petrol,
Ford,18749.0,Cazoo,2021.0,7816.0,1.0,manual,petrol,-212.21874051335544
Ford,17099.0,Castle_Donington,2019.0,32074.0,1.0,manual,petrol,3669.294287667195
Ford,18699.0,Fords_of_Winsford,2020.0,15570.0,1.0,manual,petrol,1970.5315743795436
Ford,21999.0,Castle_Donington,2020.0,18142.0,1.0,automatic,petrol,3315.2535164401706
Ford,8998.0,C&C,2017.0,73154.0,1.5,manual,diesel,767.7515896529931
Ford,9698.0,C&C,2017.0,56902.0,1.5,manual,diesel,79.06457751607923
Ford,9700.0,Marshall,2017.0,68844.0,1.5,manual,diesel,921.0325562170747
Ford,9900.0,Marshall,2018.0,60233.0,1.0,manual,petrol,1134.149348412855
Ford,9998.0,C&C,2017.0,46422.0,1.5,manual,diesel,-516.4215095630807
Ford,10050.0,Marshall,2017.0,47677.0,1.0,manual,petrol,2332.410252617583
Ford,11099.0,Cazoo,2018.0,23347.0,1.0,manual,petrol,
Ford,11149.0,Cazoo,2018.0,22217.0,1.0,manual,petrol,-218.28859773722434
Ford,11299.0,Cazoo,2017.0,24268.0,1.0,manual,petrol,2228.098763906308
Ford,11398.0,C&C,2018.0,27350.0,1.0,manual,petrol,2.8326913232267543
Ford,11498.0,C&C,2018.0,26783.0,1.0,manual,petrol,54.38415970395363
